"","countrycode","frequencies","econdata","climdata","Estimate","StandardError","Variance","high95","low95","lowsignificant","unfilteredsignificant","signlofreq","signunfilt","sign","filters","category","Category","CoeffDifferents","iso_a3","absestimate","continent","invse"
"2","AFG",0,"wb","UDel",-0.0591565730114193,0.0390890907238568,0.0015279570136179,0.00494953577570574,-0.123262681798544,0,0,1,0,0,"Unfiltered","converging","converging",0,"AFG",0.0591565730114193,"Asia",25.5825853577526
"430","AFG",3,"wb","UDel",0.00647011336664209,0.0366627504505257,0.00134415727059752,0.0665970241055042,-0.05365679737222,0,0,1,0,0,"3 years","converging","converging",0,"AFG",0.00647011336664209,"Asia",27.2756404719129
"858","AFG",5,"wb","UDel",0.013922989936277,0.0586425639937908,0.00343895031176584,0.110096794886094,-0.0822508150135398,0,0,1,0,0,"5 years","converging","converging",0,"AFG",0.013922989936277,"Asia",17.0524603955905
"4","ALB",0,"wb","UDel",0.0416051236276969,0.0380877563797269,0.00145067718604142,0.104069044090449,-0.0208587968350551,1,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"ALB",0.0416051236276969,"Europe",26.2551563822823
"432","ALB",3,"wb","UDel",0.0590095927792146,0.0464311065826533,0.00215584765848971,0.135156607574766,-0.0171374220163367,1,0,1,1,1,"3 years","intensifying","intensifying",0,"ALB",0.0590095927792146,"Europe",21.537285531196
"860","ALB",5,"wb","UDel",0.0714139674358924,0.0637732728565434,0.00406703033083513,0.176002134920624,-0.0331742000488387,1,0,1,1,1,"5 years","intensifying","intensifying",0,"ALB",0.0714139674358924,"Europe",15.6805500989337
"1288","ALB",10,"wb","UDel",0.0614268290942026,0.0589022803810712,0.00346947863409032,0.158026568919159,-0.0351729107307541,1,0,1,1,1,"10 years","intensifying","intensifying",0,"ALB",0.0614268290942026,"Europe",16.9772713981607
"1716","ALB",15,"wb","UDel",0.207690097653703,0.115729503122764,0.0133933178930418,0.397486482775035,0.0178937125323704,1,0,1,1,1,"15 years","intensifying","intensifying",0,"ALB",0.207690097653703,"Europe",8.6408389651446
"5","AND",0,"wb","UDel",0.0230365056575929,0.00738502184303379,5.45385476220862e-05,0.0351479414801683,0.0109250698350174,1,1,1,1,1,"Unfiltered","intensifying_stat","intensifying",1,"AND",0.0230365056575929,"Europe",135.409213575081
"433","AND",3,"wb","UDel",0.0277087342372838,0.00730875786859132,5.34179415816955e-05,0.0396950971417736,0.0157223713327941,1,1,1,1,1,"3 years","intensifying_stat","intensifying",1,"AND",0.0277087342372838,"Europe",136.822154732667
"861","AND",5,"wb","UDel",0.0335515278631994,0.00771442422806391,5.95123411705395e-05,0.0462031835972243,0.0208998721291746,1,1,1,1,1,"5 years","intensifying_stat","intensifying",1,"AND",0.0335515278631994,"Europe",129.627302107933
"1289","AND",10,"wb","UDel",0.0653631580364949,0.0166932684325435,0.000278665210960954,0.0927401182658663,0.0379861978071236,1,1,1,1,1,"10 years","intensifying_stat","intensifying",1,"AND",0.0653631580364949,"Europe",59.9043862525148
"1717","AND",15,"wb","UDel",0.0759467623475764,0.0142483909809612,0.000203016645546337,0.0993141235563528,0.0525794011388,1,1,1,1,1,"15 years","intensifying_stat","intensifying",1,"AND",0.0759467623475764,"Europe",70.1833632538724
"6","ARE",0,"wb","UDel",0.0260204562646211,0.0240644040958959,0.000579095544490573,0.0654860789818904,-0.0134451664526482,0,0,1,1,1,"Unfiltered","converging","converging",0,"ARE",0.0260204562646211,"Asia",41.5551532468882
"434","ARE",3,"wb","UDel",0.0283639329092863,0.028886053570979,0.000834404090905468,0.0757370607656919,-0.0190091949471192,0,0,1,1,1,"3 years","converging","converging",0,"ARE",0.0283639329092863,"Asia",34.6187822972354
"862","ARE",5,"wb","UDel",0.0222315051134203,0.037523140666903,0.00140798608550819,0.0837694558071412,-0.0393064455803005,0,0,1,1,1,"5 years","converging","converging",0,"ARE",0.0222315051134203,"Asia",26.650221229537
"1290","ARE",10,"wb","UDel",0.0198435503828415,0.0350524740474788,0.00122867593684918,0.0773296078207067,-0.0376425070550238,0,0,1,1,1,"10 years","converging","converging",0,"ARE",0.0198435503828415,"Asia",28.5286567403343
"1718","ARE",15,"wb","UDel",0.00402508044887574,0.0475086193359206,0.00225706891120541,0.0819392161597855,-0.073889055262034,0,0,1,1,1,"15 years","converging","converging",0,"ARE",0.00402508044887574,"Asia",21.0488120677486
"7","ARG",0,"wb","UDel",-0.0167140055592858,0.0229205108950537,0.000525349819690277,0.0208756323086023,-0.054303643427174,0,0,0,0,1,"Unfiltered","intensifying","intensifying",0,"ARG",0.0167140055592858,"Americas",43.6290449448839
"435","ARG",3,"wb","UDel",-0.0280048868672941,0.0252695219407418,0.000638548739113632,0.0134371291155225,-0.0694469028501107,0,0,0,0,1,"3 years","intensifying","intensifying",0,"ARG",0.0280048868672941,"Americas",39.5733644009984
"863","ARG",5,"wb","UDel",-0.0281266062399351,0.0310746321828069,0.000965632765296739,0.0228357905398682,-0.0790890030197385,0,0,0,0,1,"5 years","intensifying","intensifying",0,"ARG",0.0281266062399351,"Americas",32.1805900747969
"1291","ARG",10,"wb","UDel",-0.0181502382739644,0.074661677673283,0.0055743661129892,0.10429491311022,-0.140595389658148,0,0,0,0,1,"10 years","intensifying","intensifying",0,"ARG",0.0181502382739644,"Americas",13.3937520715241
"1719","ARG",15,"wb","UDel",-0.078495482552043,0.0920978504800393,0.00848201406304368,0.0725449922352215,-0.229535957339308,0,0,0,0,1,"15 years","intensifying","intensifying",0,"ARG",0.078495482552043,"Americas",10.8580167157835
"8","ARM",0,"wb","UDel",0.0519125226089365,0.0370945542323982,0.00137600595370033,0.11274759155007,-0.00892254633219658,0,0,1,1,1,"Unfiltered","converging","converging",0,"ARM",0.0519125226089365,"Asia",26.958134979463
"436","ARM",3,"wb","UDel",0.0405892835237358,0.0245541195621658,0.000602904787473133,0.0808580396056877,0.000320527441783854,0,0,1,1,1,"3 years","converging","converging",0,"ARM",0.0405892835237358,"Asia",40.7263635524871
"864","ARM",5,"wb","UDel",0.0304526631392934,0.0276554605776454,0.000764824499761698,0.0758076184866318,-0.0149022922080451,0,0,1,1,1,"5 years","converging","converging",0,"ARM",0.0304526631392934,"Asia",36.1592242223702
"1292","ARM",10,"wb","UDel",0.0381850238665551,0.026785537920424,0.000717465041686472,0.0821133060560504,-0.0057432583229403,0,0,1,1,1,"10 years","converging","converging",0,"ARM",0.0381850238665551,"Asia",37.3335791489742
"11","AUS",0,"wb","UDel",-0.00530409086628228,0.00827041163051493,6.83997085381565e-05,0.00825938420776219,-0.0188675659403268,1,0,0,0,1,"Unfiltered","intensifying_stat","intensifying",1,"AUS",0.00530409086628228,"Oceania",120.912965965364
"439","AUS",3,"wb","UDel",-0.0153568003945268,0.0100987942871278,0.000101985646053725,0.00120522223636278,-0.0319188230254163,1,0,0,0,1,"3 years","intensifying_stat","intensifying",1,"AUS",0.0153568003945268,"Oceania",99.0217219569101
"867","AUS",5,"wb","UDel",-0.0179459235079638,0.0101081512180017,0.000102174721045989,-0.00136855551044108,-0.0345232915054865,1,0,0,0,1,"5 years","intensifying_stat","intensifying",1,"AUS",0.0179459235079638,"Oceania",98.9300593583418
"1295","AUS",10,"wb","UDel",-0.0342642001385119,0.0139411879996957,0.00019435672284286,-0.0114006518190109,-0.0571277484580129,1,0,0,0,1,"10 years","intensifying_stat","intensifying",1,"AUS",0.0342642001385119,"Oceania",71.729898486544
"1723","AUS",15,"wb","UDel",-0.0511807832816362,0.0221190461039907,0.000489252200550466,-0.0149055476710915,-0.087456018892181,1,0,0,0,1,"15 years","intensifying_stat","intensifying",1,"AUS",0.0511807832816362,"Oceania",45.2099062183148
"12","AUT",0,"wb","UDel",0.00426157402793499,0.0039793629571689,1.5835329544888e-05,0.010787729277692,-0.00226458122182201,1,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"AUT",0.00426157402793499,"Europe",251.296504180017
"440","AUT",3,"wb","UDel",0.00122474387146224,0.00459933231953105,2.11538577854828e-05,0.00876764887549315,-0.00631816113256868,1,0,1,1,1,"3 years","intensifying","intensifying",0,"AUT",0.00122474387146224,"Europe",217.422862825872
"868","AUT",5,"wb","UDel",-0.00247562893342768,0.00487709388397382,2.37860447530949e-05,0.00552280503628939,-0.0104740629031448,1,0,1,1,1,"5 years","intensifying","intensifying",0,"AUT",0.00247562893342768,"Europe",205.040137383045
"1296","AUT",10,"wb","UDel",0.00743189532806436,0.007392500407145,5.4649062269639e-05,0.0195555959957822,-0.00469180533965344,1,0,1,1,1,"10 years","intensifying","intensifying",0,"AUT",0.00743189532806436,"Europe",135.272227923515
"1724","AUT",15,"wb","UDel",0.0263379124854166,0.0155142858658796,0.000240693065928232,0.0517813413054592,0.000894483665374098,1,0,1,1,1,"15 years","intensifying","intensifying",0,"AUT",0.0263379124854166,"Europe",64.456721285463
"13","AZE",0,"wb","UDel",0.0283705069650192,0.0256856184405586,0.000659750994673962,0.0704949212075352,-0.0137539072774968,0,0,0,1,0,"Unfiltered","converging","converging",0,"AZE",0.0283705069650192,"Asia",38.9322921040111
"441","AZE",3,"wb","UDel",0.055809990054845,0.0296514910522737,0.00087921092162307,0.104438435380574,0.00718154472911604,0,0,0,1,0,"3 years","converging","converging",0,"AZE",0.055809990054845,"Asia",33.725116832643
"869","AZE",5,"wb","UDel",0.0406844750193424,0.0263360762403225,0.000693588911736082,0.0838756400534713,-0.00250669001478659,0,0,0,1,0,"5 years","converging","converging",0,"AZE",0.0406844750193424,"Asia",37.9707284743095
"1297","AZE",10,"wb","UDel",-0.00608067105806698,0.0565697822890477,0.00320014026823025,0.0866937718959712,-0.0988551140121052,0,0,0,1,0,"10 years","converging","converging",0,"AZE",0.00608067105806698,"Asia",17.6772821024911
"14","BDI",0,"wb","UDel",-0.0173733417561779,0.0139245391389697,0.000193892790232698,0.00546290243173236,-0.0402095859440881,0,0,0,0,1,"Unfiltered","intensifying","intensifying",0,"BDI",0.0173733417561779,"Africa",71.8156622649987
"442","BDI",3,"wb","UDel",-0.0305043990454527,0.0159646835340731,0.000254871120343104,-0.00432231804957287,-0.0566864800413326,0,0,0,0,1,"3 years","intensifying","intensifying",0,"BDI",0.0305043990454527,"Africa",62.6382601237113
"870","BDI",5,"wb","UDel",-0.0348672373255764,0.0185380852718044,0.000343660605544693,-0.00446477747981712,-0.0652696971713357,0,0,0,0,1,"5 years","intensifying","intensifying",0,"BDI",0.0348672373255764,"Africa",53.9430035701127
"1298","BDI",10,"wb","UDel",-0.0232158004455898,0.0226717087880611,0.000514006379370645,0.0139658019668303,-0.06039740285801,0,0,0,0,1,"10 years","intensifying","intensifying",0,"BDI",0.0232158004455898,"Africa",44.1078354237948
"1726","BDI",15,"wb","UDel",-0.0537722198877817,0.0333520282878475,0.00111235779091338,0.000925106504288155,-0.108469546279852,0,0,0,0,1,"15 years","intensifying","intensifying",0,"BDI",0.0537722198877817,"Africa",29.9831839721835
"15","BEL",0,"wb","UDel",0.00587479426850366,0.00376294945352008,1.4159788589747e-05,0.0120460313722766,-0.000296442835269263,1,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"BEL",0.00587479426850366,"Europe",265.748985563583
"443","BEL",3,"wb","UDel",0.00475934699746415,0.00395671466752789,1.56555909602303e-05,0.0112483590522099,-0.00172966505728158,1,0,1,1,1,"3 years","intensifying","intensifying",0,"BEL",0.00475934699746415,"Europe",252.734928855709
"871","BEL",5,"wb","UDel",0.00309987821721581,0.00422121219699796,1.78186324120844e-05,0.0100226662202925,-0.00382290978586085,1,0,1,1,1,"5 years","intensifying","intensifying",0,"BEL",0.00309987821721581,"Europe",236.898775359168
"1299","BEL",10,"wb","UDel",0.0133330539722148,0.00654552467805093,4.28438933109738e-05,0.0240677144442184,0.00259839350021132,1,0,1,1,1,"10 years","intensifying","intensifying",0,"BEL",0.0133330539722148,"Europe",152.776140826922
"1727","BEL",15,"wb","UDel",0.0217459282242302,0.00890045095589494,7.92180272182912e-05,0.0363426677918979,0.0071491886565625,1,0,1,1,1,"15 years","intensifying","intensifying",0,"BEL",0.0217459282242302,"Europe",112.353857681524
"16","BEN",0,"wb","UDel",0.0185590205900492,0.0161961663373595,0.000262315804027417,0.0451207333833188,-0.00800269220322032,0,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"BEN",0.0185590205900492,"Africa",61.7430062874393
"444","BEN",3,"wb","UDel",0.0125549089802102,0.0154015422379966,0.000237207503308794,0.0378134382505246,-0.0127036202901043,0,0,1,1,1,"3 years","intensifying","intensifying",0,"BEN",0.0125549089802102,"Africa",64.9285626430926
"872","BEN",5,"wb","UDel",0.00741771244621809,0.0282269092948401,0.000796758408339133,0.0537098436897559,-0.0388744187973197,0,0,1,1,1,"5 years","intensifying","intensifying",0,"BEN",0.00741771244621809,"Africa",35.4271872118425
"1300","BEN",10,"wb","UDel",0.021495100216086,0.0284719083842648,0.000810649567041971,0.0681890299662804,-0.0251988295341083,0,0,1,1,1,"10 years","intensifying","intensifying",0,"BEN",0.021495100216086,"Africa",35.1223383590492
"1728","BEN",15,"wb","UDel",0.0233846874213988,0.0342448117250615,0.00117270713008491,0.0795461786504996,-0.032776803807702,0,0,1,1,1,"15 years","intensifying","intensifying",0,"BEN",0.0233846874213988,"Africa",29.2015038081861
"17","BFA",0,"wb","UDel",-0.0228477379512876,0.0135379239543319,0.000183275384993272,-0.00064554266618333,-0.0450499332363918,0,1,1,0,0,"Unfiltered","intensifying","intensifying",0,"BFA",0.0228477379512876,"Africa",73.8665694513686
"445","BFA",3,"wb","UDel",-0.0248492315519004,0.014059069909003,0.000197657446706233,-0.00179235690113549,-0.0479061062026653,0,1,1,0,0,"3 years","intensifying","intensifying",0,"BFA",0.0248492315519004,"Africa",71.1284605932311
"873","BFA",5,"wb","UDel",-0.00361218707722997,0.0174453454442797,0.00030434007767025,0.0249981794513887,-0.0322225536058486,0,1,1,0,0,"5 years","intensifying","intensifying",0,"BFA",0.00361218707722997,"Africa",57.3218801080204
"1301","BFA",10,"wb","UDel",0.0142676254080298,0.0695764626082524,0.00484088414907755,0.128373024085564,-0.0998377732695042,0,1,1,0,0,"10 years","intensifying","intensifying",0,"BFA",0.0142676254080298,"Africa",14.37267665691
"1729","BFA",15,"wb","UDel",0.0442511494601575,0.0847551882444892,0.0071834419343588,0.18324965818112,-0.0947473592608047,0,1,1,0,0,"15 years","intensifying","intensifying",0,"BFA",0.0442511494601575,"Africa",11.7986877347891
"18","BGD",0,"wb","UDel",0.00107654576631208,0.0183796335161955,0.000337810928189659,0.0312191447328728,-0.0290660532002486,0,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"BGD",0.00107654576631208,"Asia",54.4080489482465
"446","BGD",3,"wb","UDel",-0.00273165308592506,0.0202515419077097,0.000410124949639722,0.0304808756427189,-0.035944181814569,0,0,1,1,1,"3 years","intensifying","intensifying",0,"BGD",0.00273165308592506,"Asia",49.3789561583606
"874","BGD",5,"wb","UDel",0.0172186705254315,0.0384173888498671,0.00147589576604189,0.0802231882392135,-0.0457858471883505,0,0,1,1,1,"5 years","intensifying","intensifying",0,"BGD",0.0172186705254315,"Asia",26.0298794357925
"1302","BGD",10,"wb","UDel",0.0386897748662905,0.0278448150232894,0.000775333723681204,0.0843552715044852,-0.00697572177190411,0,0,1,1,1,"10 years","intensifying","intensifying",0,"BGD",0.0386897748662905,"Asia",35.91332889673
"1730","BGD",15,"wb","UDel",0.0567284629342958,0.0453407324769847,0.00205578202154949,0.131087264196551,-0.017630338327959,0,0,1,1,1,"15 years","intensifying","intensifying",0,"BGD",0.0567284629342958,"Asia",22.0552237550994
"19","BGR",0,"wb","UDel",0.0110177462625272,0.0259276014776736,0.000672240518385062,0.0535390126859119,-0.0315035201608575,0,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"BGR",0.0110177462625272,"Europe",38.5689359218633
"447","BGR",3,"wb","UDel",0.0166298345390736,0.0286599982511217,0.000821395499754298,0.0636322316709131,-0.030372562592766,0,0,1,1,1,"3 years","intensifying","intensifying",0,"BGR",0.0166298345390736,"Europe",34.8918374396922
"875","BGR",5,"wb","UDel",0.0250076703833092,0.0259120966318795,0.000671436751859862,0.0675035088595916,-0.0174881680929733,0,0,1,1,1,"5 years","intensifying","intensifying",0,"BGR",0.0250076703833092,"Europe",38.5920141548756
"1303","BGR",10,"wb","UDel",-0.0109360422731936,0.0471347213899137,0.00222168196050479,0.0663649008062649,-0.0882369853526521,0,0,1,1,1,"10 years","intensifying","intensifying",0,"BGR",0.0109360422731936,"Europe",21.2157825592661
"1731","BGR",15,"wb","UDel",0.0356369900749851,0.177182395693381,0.0313936013436458,0.32621611901213,-0.254942138862159,0,0,1,1,1,"15 years","intensifying","intensifying",0,"BGR",0.0356369900749851,"Europe",5.64390156305669
"21","BHS",0,"wb","UDel",-0.0222664457566275,0.0239470879350334,0.00057346302056822,0.0170067784568272,-0.0615396699700822,0,0,1,0,0,"Unfiltered","intensifying","intensifying",0,"BHS",0.0222664457566275,"Americas",41.7587308616782
"449","BHS",3,"wb","UDel",-0.0226421208291814,0.0228387536548065,0.000521608668504935,0.0148134351647012,-0.060097676823064,0,0,1,0,0,"3 years","intensifying","intensifying",0,"BHS",0.0226421208291814,"Americas",43.7852264232268
"877","BHS",5,"wb","UDel",-0.0393844113004604,0.0498725418367407,0.00248727042925745,0.0424065573117943,-0.121175379912715,0,0,1,0,0,"5 years","intensifying","intensifying",0,"BHS",0.0393844113004604,"Americas",20.0511135621186
"1305","BHS",10,"wb","UDel",-0.00306598108056312,0.0905597964664292,0.00820107673604108,0.145452085124381,-0.151584047285507,0,0,1,0,0,"10 years","intensifying","intensifying",0,"BHS",0.00306598108056312,"Americas",11.0424276447077
"1733","BHS",15,"wb","UDel",0.0416083674648971,0.106259690545486,0.0112911218348223,0.215874259959493,-0.132657525029699,0,0,1,0,0,"15 years","intensifying","intensifying",0,"BHS",0.0416083674648971,"Americas",9.41090638290481
"22","BIH",0,"wb","UDel",-0.0573936022491101,0.0405474680195608,0.0016440971627973,0.00910424530296952,-0.12389144980119,0,0,0,0,1,"Unfiltered","converging","converging",0,"BIH",0.0573936022491101,"Europe",24.6624524006674
"450","BIH",3,"wb","UDel",-0.0636093603650201,0.046823446805008,0.00219243517070141,0.0131810923951929,-0.140399813125233,0,0,0,0,1,"3 years","converging","converging",0,"BIH",0.0636093603650201,"Europe",21.3568215976156
"878","BIH",5,"wb","UDel",-0.0609578749274194,0.0509507557869518,0.0025959795152616,0.0226013645631815,-0.14451711441802,0,0,0,0,1,"5 years","converging","converging",0,"BIH",0.0609578749274194,"Europe",19.6267942360159
"1306","BIH",10,"wb","UDel",-0.0490768488860454,0.0540155880831955,0.00291768375597345,0.0395087155703952,-0.137662413342486,0,0,0,0,1,"10 years","converging","converging",0,"BIH",0.0490768488860454,"Europe",18.513174353666
"23","BLR",0,"wb","UDel",-0.0152495547473451,0.0135271912464338,0.000182984903017595,0.00693503889680636,-0.0374341483914965,0,0,1,0,0,"Unfiltered","intensifying","intensifying",0,"BLR",0.0152495547473451,"Europe",73.9251764673345
"451","BLR",3,"wb","UDel",-0.0146649879911767,0.0163382390707977,0.000266938055934542,0.0121297240849316,-0.041459700067285,0,0,1,0,0,"3 years","intensifying","intensifying",0,"BLR",0.0146649879911767,"Europe",61.2061064639063
"879","BLR",5,"wb","UDel",-0.0112064001329225,0.0233669987470383,0.000546016630444088,0.0271154778122202,-0.0495282780780653,0,0,1,0,0,"5 years","intensifying","intensifying",0,"BLR",0.0112064001329225,"Europe",42.7953975102065
"1307","BLR",10,"wb","UDel",0.0509159022281223,0.0476682507309128,0.00227226212774517,0.129091833426819,-0.0272600289705746,0,0,1,0,0,"10 years","intensifying","intensifying",0,"BLR",0.0509159022281223,"Europe",20.9783238249081
"24","BLZ",0,"wb","UDel",0.0170626154187564,0.0227405399756615,0.000517132158384658,0.0543571009788413,-0.0202318701413284,0,0,1,1,1,"Unfiltered","intensifying","intensifying",0,"BLZ",0.0170626154187564,"Americas",43.974329592449
