"","countrycode","UDel_p_pop","year"
"6905","FRA",837.729403145306,1928
"6906","FRO",NA,1928
"6907","FSM",NA,1928
"6908","GAB",2334.10602105744,1928
"6909","Gaza",194.2,1928
"6910","GBR",896.614661080285,1928
"6911","GEO",957.833524108966,1928
"6912","GGY",NA,1928
"6913","GHA",1287.07595729688,1928
"6914","GIN",2635.87882140712,1928
"6915","GMB",1230.6044296214,1928
"6916","GNB",1682.94223826598,1928
"6917","GNQ",2626.20712891614,1928
"6918","GRC",742.806988846583,1928
"6919","GRD",NA,1928
"6920","GRL",543.805972444952,1928
"6921","GTM",2588.17082357462,1928
"6922","GUM",NA,1928
"6923","GUY",2525.48311208664,1928
"6924","HKG",1760,1928
"6925","HMD",NA,1928
"6926","HND",1563.09214512075,1928
"6927","HRV",954.519908543308,1928
"6928","HTI",1319.70183073242,1928
"6929","HUN",471.190887105825,1928
"6930","IDN",2503.72534325769,1928
"6931","IMN",NA,1928
"6932","IND",1140.86221628488,1928
"6933","IOA",NA,1928
"6934","IOT",NA,1928
"6935","IRL",1164.85817891028,1928
"6936","IRN",312.34153917633,1928
"6937","IRQ",230.35426596955,1928
"6938","ISL",844.558872527293,1928
"6939","ISR",677.462203029928,1928
"6940","ITA",1022.43909620667,1928
"6941","JAM",1727.81368095891,1928
"6942","JEY",1044.9,1928
"6943","JOR",262.544585785586,1928
"6944","JPN",1706.47975988846,1928
"6945","KAS",243.8,1928
"6946","KAZ",460.469488874131,1928
"6947","KEN",1139.62310460327,1928
"6948","KGZ",481.357004990322,1928
"6949","KHM",1686.55186821376,1928
"6950","KIR",NA,1928
"6951","KNA",NA,1928
"6952","KOR",1059.25373997225,1928
"6953","KOS",475.24236263318,1928
"6954","KWT",196.363124448314,1928
"6955","LAO",1761.29005875798,1928
"6956","LBN",1130.72908136605,1928
"6957","LBR",3419.25743313541,1928
"6958","LBY",271.482060039882,1928
"6959","LCA",NA,1928
"6960","LIE",2200.82838566879,1928
"6961","LKA",2596.03849078927,1928
"6962","LSO",701.164303005831,1928
"6963","LTU",704.733549577317,1928
"6964","LUX",794.2,1928
"6965","LVA",833.112800255344,1928
"6966","MAC",1616.6,1928
"6967","MAF",NA,1928
"6968","MAR",417.363183902715,1928
"6969","MCO",825.6,1928
"6970","MDA",470.051352637967,1928
"6971","MDG",1689.04800958755,1928
"6972","MDV",NA,1928
"6973","MEX",944.869566775203,1928
"6974","MHL",NA,1928
"6975","MKD",562.322291549412,1928
"6976","MLI",895.429648978807,1928
"6977","MLT",NA,1928
"6978","MMR",2072.06355324467,1928
"6979","MNE",1313.0417025358,1928
"6980","MNG",170.002331112552,1928
"6981","MNP",NA,1928
"6982","MOZ",917.560510490832,1928
"6983","MRT",294.973874743056,1928
"6984","MSR",NA,1928
"6985","MUS",1793.2,1928
"6986","MWI",997.023567957124,1928
"6987","MYS",2477.50615485694,1928
"6988","NAM",328.252579688628,1928
"6989","NCL",1778.00340244442,1928
"6990","NER",531.63438158467,1928
"6991","NFK",NA,1928
"6992","NGA",1526.50999649382,1928
"6993","NIC",2077.23362609964,1928
"6994","NIU",NA,1928
"6995","NLD",825.990766136716,1928
"6996","NOR",1088.45577472155,1928
"6997","NPL",1579.87584283949,1928
"6998","NRU",NA,1928
"6999","NZL",1439.57463152487,1928
"7000","OMN",181.060681749001,1928
"7001","PAK",386.967876326524,1928
"7002","PAN",2871.82596077994,1928
"7003","PCN",NA,1928
"7004","PER",741.66827605795,1928
"7005","PHL",2474.73540634069,1928
"7006","PLW",NA,1928
"7007","PNG",2872.31336909619,1928
"7008","POL",562.113313997673,1928
"7009","PRI",2363.18561094594,1928
"7010","PRK",960.000192141199,1928
"7011","PRT",978.705575207262,1928
"7012","PRY",1804.39759565855,1928
"7013","PYF",2844.8,1928
"7014","QAT",59.6428054882651,1928
"7015","ROU",453.74629867418,1928
"7016","RUS",541.058094053838,1928
"7017","RWA",969.673036729223,1928
"7018","ESH",17.4788397725934,1928
"7019","SAU",104.847035437592,1928
"7020","SDN",374.553184415735,1928
"7021","SSD",1031.80433535232,1928
"7022","SEN",879.422960640511,1928
"7023","SGP",NA,1928
"7024","SGS",NA,1928
"7025","SHN",NA,1928
"7026","SLB",3053.23059168484,1928
"7027","SLE",3047.90042911476,1928
"7028","SLV",2038.15212126872,1928
"7029","SMR",1108.80469875699,1928
"7030","SOL",260.265224109654,1928
"7031","SOM",389.232663295146,1928
"7032","SPM",NA,1928
"7033","SRB",470.312552245727,1928
"7034","STP",2496,1928
"7035","SUR",2485.80673388949,1928
"7036","SVK",636.589527318952,1928
"7037","SVN",1245.59866052476,1928
"7038","SWE",684.851260095022,1928
"7039","SWZ",635.159643353389,1928
"7040","SXM",NA,1928
"7041","SYC",NA,1928
"7042","SYR",436.555775573313,1928
"7043","TCA",650.5,1928
"7044","TCD",872.570216954058,1928
"7045","TGO",1075.69536555072,1928
"7046","THA",1439.063075664,1928
"7047","TJK",494.681444290904,1928
"7048","TKM",128.023103477281,1928
"7049","TLS",1704.44577912201,1928
"7050","TON",NA,1928
"7051","TTO",1694.92615153247,1928
"7052","TUN",497.631894935706,1928
"7053","TUR",565.86448700732,1928
"7054","TWN",2589.42241825307,1928
"7055","TZA",952.124664077183,1928
"7056","UGA",1234.33053248313,1928
"7057","UKR",501.202617092019,1928
"7058","URY",1120.88731115161,1928
"7059","USA",935.833335471107,1928
"7060","UZB",308.78574824424,1928
"7061","VAT",950.1,1928
"7062","VCT",1793.1,1928
"7063","VEN",1175.93523602798,1928
"7064","VGB",NA,1928
"7065","VIR",1100.3,1928
"7066","VNM",1985.83152383425,1928
"7067","VUT",2678.56636476916,1928
"7068","PSE",617.114332435711,1928
"7069","WLF",NA,1928
"7070","WSM",3447,1928
"7071","YEM",280.936230739951,1928
"7072","ZAF",630.678603741519,1928
"7073","ZMB",949.739226905171,1928
"7074","ZWE",692.943218985124,1928
"7075","TUV",NA,1928
"7076","GUF",3265.26172031494,1928
"7077","ABW",NA,1929
"7078","AFG",337.994961283296,1929
"7079","AGO",1095.44084716048,1929
"7080","AIA",NA,1929
"7081","ALB",1267.96984592148,1929
"7082","ALA",599.4,1929
"7083","AND",744.511790753576,1929
"7084","ARE",178.918214213134,1929
"7085","ARG",658.060956369165,1929
"7086","ARM",505.570841534106,1929
"7087","ASM",NA,1929
"7088","ATA",NA,1929
"7089","Ashm",NA,1929
"7090","ATF",NA,1929
"7091","ATG",NA,1929
"7092","AUS",952.530365978201,1929
"7093","AUT",808.474861507676,1929
"7094","AZE",458.845745857503,1929
"7095","BDI",1038.71307694251,1929
"7096","BEL",611.251530666874,1929
"7097","BEN",1332.78483912193,1929
"7098","BFA",930.392967339064,1929
"7099","BGD",2101.06649281791,1929
"7100","BGR",637.294432225356,1929
"7101","BHR",NA,1929
"7102","BHS",1239.99572736755,1929
"7103","BIH",1160.49138947094,1929
"7104","BLM",NA,1929
"7105","BLR",555.983847375875,1929
"7106","BLZ",2708.16248693211,1929
"7107","BMU",NA,1929
"7108","BOL",1071.53705390327,1929
"7109","BRA",1590.86109404757,1929
"7110","BRB",NA,1929
"7111","BRN",3088.93190062561,1929
"7112","BTN",4072.53946317132,1929
"7113","BWA",493.223282451099,1929
"7114","CAF",1429.64087750777,1929
"7115","CAN",834.497570287127,1929
"7116","CHE",1063.07539029222,1929
"7117","CHL",717.067073103525,1929
"7118","CHN",834.795248824901,1929
"7119","CIV",1654.19460318862,1929
"7120","CMR",1888.26266402185,1929
"7121","COD",1541.09968131447,1929
"7122","COG",1543.53960999885,1929
"7123","COK",2471.4,1929
"7124","COL",1724.3693304525,1929
"7125","COM",2469.3,1929
"7126","CPV",706.6,1929
"7127","CRI",3003.24919040523,1929
"7128","CUB",1177.85082741964,1929
"7129","CUW",NA,1929
"7130","CYM",1205,1929
"7131","CYN",537.550795046286,1929
"7132","CYP",648.812218714686,1929
"7133","CZE",545.074070729271,1929
"7134","DEU",626.223261056148,1929
"7135","DJI",168.924786630829,1929
"7136","DMA",NA,1929
"7137","DNK",585.356545175867,1929
"7138","DOM",1437.22387773843,1929
"7139","DZA",549.092910997766,1929
"7140","ECU",1770.48307982079,1929
"7141","EGY",55.6637619241026,1929
"7142","ERI",707.792663622894,1929
"7143","ESP",560.4783156269,1929
"7144","EST",609.587276454971,1929
"7145","ETH",1194.05715213899,1929
"7146","FIN",654.666209142605,1929
"7147","FJI",3400.3651912609,1929
"7148","FLK",765.310231291776,1929
"7149","FRA",682.653161387608,1929
"7150","FRO",NA,1929
"7151","FSM",NA,1929
"7152","GAB",2206.82946566535,1929
"7153","Gaza",300.9,1929
"7154","GBR",767.812697895761,1929
"7155","GEO",785.437383987236,1929
"7156","GGY",NA,1929
"7157","GHA",1425.26590217378,1929
"7158","GIN",2375.66651382705,1929
"7159","GMB",1224.52283802392,1929
"7160","GNB",1831.2024535679,1929
"7161","GNQ",2412.18468571462,1929
"7162","GRC",671.372071962658,1929
"7163","GRD",NA,1929
"7164","GRL",654.616100173689,1929
"7165","GTM",2527.67994546241,1929
"7166","GUM",NA,1929
"7167","GUY",2049.19766760517,1929
"7168","HKG",1735.4,1929
"7169","HMD",NA,1929
"7170","HND",1792.05927033469,1929
"7171","HRV",902.333616644396,1929
"7172","HTI",1336.41124720115,1929
"7173","HUN",556.620405571741,1929
"7174","IDN",1992.17572194961,1929
"7175","IMN",NA,1929
"7176","IND",1174.78137092741,1929
"7177","IOA",NA,1929
"7178","IOT",NA,1929
"7179","IRL",1017.28174514941,1929
"7180","IRN",307.575404588765,1929
"7181","IRQ",212.54752173369,1929
"7182","ISL",941.317962340572,1929
"7183","ISR",730.628574688334,1929
"7184","ITA",868.157420285286,1929
"7185","JAM",1759.50306200319,1929
"7186","JEY",993.3,1929
"7187","JOR",314.701047332288,1929
"7188","JPN",1598.51113451279,1929
"7189","KAS",172.7,1929
"7190","KAZ",298.722202200602,1929
"7191","KEN",1119.76516110391,1929
"7192","KGZ",372.093080755018,1929
"7193","KHM",1406.71492003674,1929
"7194","KIR",NA,1929
"7195","KNA",NA,1929
"7196","KOR",1022.37682429655,1929
"7197","KOS",712.665673979331,1929
"7198","KWT",231.212552265659,1929
"7199","LAO",1879.13651470592,1929
"7200","LBN",1192.95406051762,1929
"7201","LBR",2855.3286821251,1929
"7202","LBY",256.612292503749,1929
"7203","LCA",NA,1929
"7204","LIE",1640.45996359217,1929
"7205","LKA",2411.43503850736,1929
"7206","LSO",882.147079672719,1929
"7207","LTU",579.001202883855,1929
"7208","LUX",696.9,1929
"7209","LVA",647.960303527788,1929
"7210","MAC",1556,1929
"7211","MAF",NA,1929
"7212","MAR",315.131656777059,1929
"7213","MCO",599.5,1929
"7214","MDA",385.945032956368,1929
"7215","MDG",1567.15957703453,1929
"7216","MDV",NA,1929
"7217","MEX",910.238232758013,1929
"7218","MHL",NA,1929
"7219","MKD",715.979829851522,1929
"7220","MLI",831.63415094547,1929
"7221","MLT",NA,1929
"7222","MMR",2055.5576260605,1929
"7223","MNE",1569.55701969627,1929
"7224","MNG",182.80773168566,1929
"7225","MNP",NA,1929
"7226","MOZ",1063.60184131603,1929
"7227","MRT",314.320261094788,1929
"7228","MSR",NA,1929
"7229","MUS",1565.3,1929
"7230","MWI",1176.55582535723,1929
"7231","MYS",2444.22077743104,1929
"7232","NAM",280.468704681741,1929
"7233","NCL",1670.48951737095,1929
"7234","NER",527.293125815267,1929
"7235","NFK",NA,1929
"7236","NGA",1508.12408876641,1929
"7237","NIC",1776.02725368996,1929
"7238","NIU",NA,1929
"7239","NLD",632.833184877931,1929
"7240","NOR",1194.8811873445,1929
"7241","NPL",1483.18445632205,1929
"7242","NRU",NA,1929
"7243","NZL",1303.1562339816,1929
"7244","OMN",184.902377351629,1929
"7245","PAK",361.776486367158,1929
"7246","PAN",2468.21285436033,1929
"7247","PCN",NA,1929
"7248","PER",757.812416496363,1929
"7249","PHL",2592.5109281953,1929
"7250","PLW",NA,1929
"7251","PNG",2934.24258802284,1929
"7252","POL",553.915111049094,1929
"7253","PRI",1859.60722536229,1929
"7254","PRK",937.777992993384,1929
"7255","PRT",805.247616002468,1929
"7256","PRY",1349.60203604957,1929
"7257","PYF",1799,1929
"7258","QAT",92.262181397157,1929
"7259","ROU",422.282651339608,1929
"7260","RUS",453.13824468432,1929
"7261","RWA",1007.13482094126,1929
"7262","ESH",46.6074297541946,1929
"7263","SAU",145.517298933427,1929
"7264","SDN",478.135161021142,1929
"7265","SSD",1027.3516553677,1929
"7266","SEN",812.835138644044,1929
"7267","SGP",NA,1929
"7268","SGS",NA,1929
"7269","SHN",NA,1929
"7270","SLB",3495.55530053309,1929
"7271","SLE",2984.15191095621,1929
"7272","SLV",2171.35734519137,1929
"7273","SMR",874.22585562982,1929
"7274","SOL",299.354776970926,1929
"7275","SOM",464.666810733984,1929
"7276","SPM",NA,1929
"7277","SRB",663.327440993654,1929
"7278","STP",2303.5,1929
"7279","SUR",2002.31969355787,1929
"7280","SVK",671.799729288411,1929
"7281","SVN",1099.34010944005,1929
"7282","SWE",671.294954845897,1929
"7283","SWZ",930.345600200869,1929
"7284","SXM",NA,1929
"7285","SYC",NA,1929
"7286","SYR",387.490303051853,1929
"7287","TCA",348.8,1929
"7288","TCD",744.757412607389,1929
"7289","TGO",1354.65020000965,1929
"7290","THA",1331.09923849241,1929
"7291","TJK",376.681504521035,1929
"7292","TKM",96.6149927188079,1929
"7293","TLS",1283.72558031652,1929
"7294","TON",NA,1929
"7295","TTO",1713.4389995221,1929
"7296","TUN",398.396976298865,1929
"7297","TUR",615.604083431265,1929
"7298","TWN",2183.60774354024,1929
"7299","TZA",908.99583285027,1929
"7300","UGA",1200.98952530431,1929
"7301","UKR",484.401191213497,1929
"7302","URY",864.682733952974,1929
"7303","USA",992.115441611289,1929
"7304","UZB",260.35589651914,1929
"7305","VAT",777.5,1929
"7306","VCT",1641.4,1929
"7307","VEN",1055.62277535058,1929
"7308","VGB",NA,1929
"7309","VIR",1149,1929
"7310","VNM",1966.65456573754,1929
"7311","VUT",3044.71121667287,1929
"7312","PSE",638.97327330911,1929
"7313","WLF",NA,1929
"7314","WSM",2885.7,1929
"7315","YEM",320.716529300013,1929
"7316","ZAF",823.580262969523,1929
"7317","ZMB",1009.12264210109,1929
"7318","ZWE",939.673182439256,1929
"7319","TUV",NA,1929
"7320","GUF",2841.22057541657,1929
"7321","ABW",NA,1930
"7322","AFG",309.723209563502,1930
"7323","AGO",908.253622492623,1930
"7324","AIA",NA,1930
"7325","ALB",1284.02246864123,1930
"7326","ALA",637.3,1930
"7327","AND",1054.41411784964,1930
"7328","ARE",190.178114369713,1930
"7329","ARG",987.301496002182,1930
"7330","ARM",506.311508183391,1930
"7331","ASM",NA,1930
"7332","ATA",NA,1930
"7333","Ashm",NA,1930
"7334","ATF",NA,1930
"7335","ATG",NA,1930
"7336","AUS",887.000259915097,1930
"7337","AUT",1029.19012475652,1930
"7338","AZE",477.021970641547,1930
"7339","BDI",1307.91861665637,1930
"7340","BEL",893.04000827112,1930
"7341","BEN",1098.60287657155,1930
"7342","BFA",949.982936943853,1930
"7343","BGD",2016.12966829887,1930
"7344","BGR",599.033780980827,1930
"7345","BHR",NA,1930
"7346","BHS",1005.90386955267,1930
"7347","BIH",1132.66791372147,1930
"7348","BLM",NA,1930
"7349","BLR",700.826813817584,1930
"7350","BLZ",2443.9661586833,1930
"7351","BMU",NA,1930
"7352","BOL",2197.61820949616,1930
"7353","BRA",1380.5209975044,1930
"7354","BRB",NA,1930
"7355","BRN",2843.79950679561,1930
"7356","BTN",2406.56136882384,1930
"7357","BWA",438.569199057786,1930
"7358","CAF",1308.67858365489,1930
"7359","CAN",717.954942466231,1930
"7360","CHE",1510.77429995875,1930
"7361","CHL",937.687144826101,1930
"7362","CHN",917.160856115727,1930
"7363","CIV",1501.61791892194,1930
"7364","CMR",1944.03764233886,1930
"7365","COD",1472.05531838612,1930
"7366","COG",1274.35924518393,1930
"7367","COK",2609.4,1930
"7368","COL",1765.83771637552,1930
"7369","COM",2293.4,1930
"7370","CPV",661,1930
"7371","CRI",2964.75231502264,1930
"7372","CUB",1277.79240389889,1930
"7373","CUW",NA,1930
"7374","CYM",1008.7,1930
"7375","CYN",590.075680423852,1930
"7376","CYP",630.888386831419,1930
"7377","CZE",650.196159096971,1930
"7378","DEU",865.564542565695,1930
"7379","DJI",276.242653568053,1930
"7380","DMA",NA,1930
"7381","DNK",660.269983980043,1930
"7382","DOM",1650.0752305019,1930
"7383","DZA",476.950491286619,1930
"7384","ECU",1378.47093189414,1930
"7385","EGY",48.4054370769063,1930
"7386","ERI",465.714454856271,1930
"7387","ESP",685.53872465207,1930
"7388","EST",685.944745438556,1930
"7389","ETH",1210.29786590425,1930
"7390","FIN",625.79683358322,1930
"7391","FJI",2388.85644078706,1930
"7392","FLK",542.46685245364,1930
"7393","FRA",951.153245204144,1930
"7394","FRO",NA,1930
"7395","FSM",NA,1930
"7396","GAB",1930.75168260876,1930
"7397","Gaza",203.9,1930
"7398","GBR",880.940354146911,1930
"7399","GEO",958.074527494972,1930
"7400","GGY",NA,1930
"7401","GHA",1363.04275744723,1930
"7402","GIN",2267.12229324358,1930
"7403","GMB",1137.05505640756,1930
"7404","GNB",1746.23995296049,1930
"7405","GNQ",2178.15111696362,1930
"7406","GRC",750.32154929375,1930
"7407","GRD",NA,1930
"7408","GRL",427.906980567285,1930
"7409","GTM",2033.65999782959,1930
"7410","GUM",NA,1930
"7411","GUY",2111.50121710083,1930
"7412","HKG",2175,1930
"7413","HMD",NA,1930
"7414","HND",1490.37788676226,1930
"7415","HRV",1078.57913474798,1930
"7416","HTI",1393.65654558589,1930
"7417","HUN",629.829753962319,1930
"7418","IDN",2275.73126853381,1930
"7419","IMN",NA,1930
"7420","IND",1177.41510211253,1930
"7421","IOA",NA,1930
"7422","IOT",NA,1930
"7423","IRL",1171.61811659831,1930
"7424","IRN",321.067596515192,1930
"7425","IRQ",242.463974946156,1930
"7426","ISL",981.296763544368,1930
"7427","ISR",575.41309046363,1930
"7428","ITA",1007.78798192202,1930
"7429","JAM",1740.06039332935,1930
"7430","JEY",1100,1930
"7431","JOR",228.158041625207,1930
"7432","JPN",1497.65822654743,1930
"7433","KAS",295.6,1930
"7434","KAZ",366.742946012678,1930
"7435","KEN",1480.06036555227,1930
"7436","KGZ",378.121087734323,1930
"7437","KHM",1579.7078917283,1930
"7438","KIR",NA,1930
"7439","KNA",NA,1930
"7440","KOR",1430.04662935239,1930
"7441","KOS",567.9187453876,1930
"7442","KWT",168.389131524824,1930
"7443","LAO",1776.71118457743,1930
"7444","LBN",939.59532641628,1930
"7445","LBR",2663.70119480374,1930
"7446","LBY",160.54665720478,1930
"7447","LCA",NA,1930
"7448","LIE",2514.09572504451,1930
"7449","LKA",2754.31890737115,1930
"7450","LSO",653.566151079684,1930
"7451","LTU",745.274265565801,1930
"7452","LUX",1017,1930
"7453","LVA",777.090713867099,1930
"7454","MAC",1938,1930
"7455","MAF",NA,1930
"7456","MAR",433.498773363676,1930
"7457","MCO",816.9,1930
"7458","MDA",468.064540172912,1930
"7459","MDG",1166.96824717661,1930
"7460","MDV",NA,1930
"7461","MEX",961.414654002687,1930
"7462","MHL",NA,1930
"7463","MKD",626.97137585641,1930
"7464","MLI",763.201281763022,1930
"7465","MLT",NA,1930
"7466","MMR",2023.34738105611,1930
"7467","MNE",1462.61095543704,1930
"7468","MNG",237.165064822508,1930
"7469","MNP",NA,1930
"7470","MOZ",865.243832664769,1930
"7471","MRT",327.527754616406,1930
"7472","MSR",NA,1930
"7473","MUS",1157.8,1930
"7474","MWI",890.515924844374,1930
"7475","MYS",2398.87742556382,1930
"7476","NAM",229.025571393747,1930
"7477","NCL",1507.07791838023,1930
"7478","NER",550.953659443059,1930
"7479","NFK",NA,1930
"7480","NGA",1502.02104273027,1930
"7481","NIC",1243.5165970989,1930
"7482","NIU",NA,1930
"7483","NLD",926.655830685801,1930
"7484","NOR",1165.89622929127,1930
"7485","NPL",1525.08896140177,1930
"7486","NRU",NA,1930
"7487","NZL",1144.84325285465,1930
"7488","OMN",199.300178602767,1930
"7489","PAK",360.303942082108,1930
"7490","PAN",2374.39298405668,1930
"7491","PCN",NA,1930
"7492","PER",726.132081334492,1930
"7493","PHL",2174.25703425353,1930
"7494","PLW",NA,1930
"7495","PNG",2831.88016140217,1930
"7496","POL",679.268909965355,1930
"7497","PRI",1664.02031226014,1930
"7498","PRK",968.605890346186,1930
"7499","PRT",883.75057639631,1930
"7500","PRY",1494.0200426937,1930
"7501","PYF",1964.3,1930
"7502","QAT",67.2971051790776,1930
"7503","ROU",528.762789526795,1930
"7504","RUS",530.968642839813,1930
"7505","RWA",1270.1553977465,1930
"7506","ESH",70.8856255206312,1930
"7507","SAU",98.2594823264565,1930
"7508","SDN",410.480951468445,1930
"7509","SSD",908.228442691303,1930
"7510","SEN",794.060711545836,1930
"7511","SGP",NA,1930
"7512","SGS",NA,1930
"7513","SHN",NA,1930
"7514","SLB",2442.597433855,1930
"7515","SLE",2557.56669248135,1930
"7516","SLV",1537.31864528819,1930
"7517","SMR",1272.25431065679,1930
"7518","SOL",347.210786875859,1930
"7519","SOM",459.801786169346,1930
"7520","SPM",NA,1930
"7521","SRB",562.232876844683,1930
"7522","STP",2120.8,1930
"7523","SUR",2144.92485729136,1930
"7524","SVK",791.210372415468,1930
"7525","SVN",1377.2602026372,1930
"7526","SWE",719.468678442557,1930
"7527","SWZ",664.968522035734,1930
"7528","SXM",NA,1930
"7529","SYC",NA,1930
"7530","SYR",341.325200136771,1930
"7531","TCA",528.9,1930
"7532","TCD",703.842080198948,1930
"7533","TGO",1196.3087500731,1930
"7534","THA",1395.6992756345,1930
"7535","TJK",395.958250236054,1930
"7536","TKM",137.931397775208,1930
"7537","TLS",1195.50559860209,1930
"7538","TON",NA,1930
"7539","TTO",1533.39298451025,1930
"7540","TUN",384.152408294387,1930
"7541","TUR",586.62835946128,1930
"7542","TWN",2273.61408376552,1930
"7543","TZA",1113.20452028456,1930
"7544","UGA",1293.8675270557,1930
"7545","UKR",561.076330336703,1930
"7546","URY",1325.63506594508,1930
"7547","USA",779.621829982428,1930
"7548","UZB",265.62101321647,1930
"7549","VAT",886.1,1930
"7550","VCT",1350.9,1930
"7551","VEN",1035.27198250101,1930
"7552","VGB",NA,1930
"7553","VIR",923.3,1930
"7554","VNM",1847.73654446212,1930
"7555","VUT",1789.55129287622,1930
"7556","PSE",568.461502393675,1930
"7557","WLF",NA,1930
"7558","WSM",2403.3,1930
"7559","YEM",329.039129458646,1930
"7560","ZAF",644.445466570089,1930
"7561","ZMB",915.28620018346,1930
"7562","ZWE",697.12259931237,1930
"7563","TUV",NA,1930
"7564","GUF",3323.69557010923,1930
"7565","ABW",NA,1931
"7566","AFG",353.636382269463,1931
"7567","AGO",1048.22915796324,1931
"7568","AIA",NA,1931
"7569","ALB",1321.46076075917,1931
"7570","ALA",570.9,1931
"7571","AND",783.469828180507,1931
"7572","ARE",171.540294912523,1931
"7573","ARG",825.439974332277,1931
"7574","ARM",587.485471083829,1931
"7575","ASM",NA,1931
"7576","ATA",NA,1931
"7577","Ashm",NA,1931
"7578","ATF",NA,1931
"7579","ATG",NA,1931
"7580","AUS",992.607555501274,1931
"7581","AUT",927.118301455632,1931
"7582","AZE",526.77839010617,1931
"7583","BDI",1079.10895429731,1931
"7584","BEL",798.032750620773,1931
"7585","BEN",1201.15444395428,1931
"7586","BFA",842.720968420779,1931
"7587","BGD",2095.31214161075,1931
"7588","BGR",686.675434939061,1931
"7589","BHR",NA,1931
"7590","BHS",1091.17048235847,1931
"7591","BIH",1185.28699216593,1931
"7592","BLM",NA,1931
"7593","BLR",714.836229244783,1931
"7594","BLZ",2137.93215359891,1931
"7595","BMU",NA,1931
"7596","BOL",2797.41553606212,1931
"7597","BRA",1436.71825102866,1931
"7598","BRB",NA,1931
"7599","BRN",3090.15549002526,1931
"7600","BTN",3613.63329865328,1931
"7601","BWA",406.335592911241,1931
"7602","CAF",1403.79044233565,1931
"7603","CAN",811.043361427023,1931
"7604","CHE",1296.80789874669,1931
"7605","CHL",682.337437843545,1931
"7606","CHN",1020.25837365624,1931
"7607","CIV",1748.28584676543,1931
"7608","CMR",1889.13284785774,1931
"7609","COD",1527.59575760694,1931
"7610","COG",1368.53815357997,1931
"7611","COK",1963.9,1931
"7612","COL",1794.46669898997,1931
"7613","COM",2704.7,1931
"7614","CPV",806.1,1931
"7615","CRI",3342.47420495945,1931
"7616","CUB",1558.10098913188,1931
"7617","CUW",NA,1931
"7618","CYM",1274.3,1931
"7619","CYN",371.089825384491,1931
"7620","CYP",406.355580786092,1931
"7621","CZE",648.348232442976,1931
"7622","DEU",855.585927661367,1931
"7623","DJI",155.527783445641,1931
"7624","DMA",NA,1931
"7625","DNK",661.528415726412,1931
"7626","DOM",2302.90786198929,1931
"7627","DZA",519.86305211595,1931
"7628","ECU",1341.35018276779,1931
"7629","EGY",21.6941595803066,1931
"7630","ERI",527.3476396843,1931
"7631","ESP",567.842857428804,1931
"7632","EST",650.920392828412,1931
"7633","ETH",1037.98065337223,1931
"7634","FIN",644.629038950412,1931
"7635","FJI",2679.10925149413,1931
"7636","FLK",598.301298838504,1931
"7637","FRA",878.297829924676,1931
"7638","FRO",NA,1931
"7639","FSM",NA,1931
"7640","GAB",2193.59222117142,1931
"7641","Gaza",190.7,1931
"7642","GBR",842.012270580432,1931
"7643","GEO",1176.78669604004,1931
"7644","GGY",NA,1931
"7645","GHA",1451.81203628826,1931
"7646","GIN",2423.89687388554,1931
"7647","GMB",798.446710875032,1931
"7648","GNB",1491.2050580981,1931
"7649","GNQ",2473.22303228986,1931
"7650","GRC",745.80310553287,1931
"7651","GRD",NA,1931
"7652","GRL",619.243450788898,1931
"7653","GTM",2860.72371885855,1931
"7654","GUM",NA,1931
"7655","GUY",2113.11932431816,1931
"7656","HKG",2064.9,1931
"7657","HMD",NA,1931
"7658","HND",2226.47009657828,1931
"7659","HRV",975.811189528643,1931
"7660","HTI",1791.50193459441,1931
"7661","HUN",593.82912374354,1931
"7662","IDN",2519.78773611088,1931
"7663","IMN",NA,1931
"7664","IND",1253.89564057758,1931
"7665","IOA",NA,1931
"7666","IOT",NA,1931
"7667","IRL",1014.31439014914,1931
"7668","IRN",347.960997817738,1931
"7669","IRQ",227.262577027958,1931
"7670","ISL",1046.26571021704,1931
"7671","ISR",564.848598704952,1931
"7672","ITA",925.125401040435,1931
"7673","JAM",2488.63556241731,1931
"7674","JEY",883.9,1931
"7675","JOR",238.035857610342,1931
"7676","JPN",1652.99170082591,1931
"7677","KAS",204.4,1931
"7678","KAZ",324.427446719651,1931
"7679","KEN",1308.55905416447,1931
"7680","KGZ",426.17039340845,1931
"7681","KHM",1430.67788305504,1931
"7682","KIR",NA,1931
"7683","KNA",NA,1931
"7684","KOR",1364.05122094634,1931
"7685","KOS",691.705505846953,1931
"7686","KWT",182.35498026933,1931
"7687","LAO",1611.70521450878,1931
"7688","LBN",1091.75980485072,1931
"7689","LBR",3116.96549067137,1931
"7690","LBY",208.105923440391,1931
"7691","LCA",NA,1931
"7692","LIE",1819.85897475946,1931
"7693","LKA",2991.31461377763,1931
"7694","LSO",779.893959118134,1931
"7695","LTU",640.45490794494,1931
"7696","LUX",902.3,1931
"7697","LVA",665.793983573811,1931
"7698","MAC",1805.2,1931
"7699","MAF",NA,1931
"7700","MAR",347.062708737965,1931
"7701","MCO",718.6,1931
"7702","MDA",496.291719268733,1931
"7703","MDG",2088.55057655929,1931
"7704","MDV",NA,1931
"7705","MEX",1078.7143426219,1931
"7706","MHL",NA,1931
"7707","MKD",681.311598970532,1931
"7708","MLI",894.848276431167,1931
"7709","MLT",NA,1931
"7710","MMR",2035.09057377949,1931
